"## GtoPdb Version: 2022.1 - published: 2022-03-31"
"UniProtKB ID"	"Species"	"GtoPdb IUPHAR Name"	"GtoPdb IUPHAR ID"	"GtP URL"
"Q9H222"	"Human"	"ABCG5"	"794"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=794"
"Q99PE8"	"Mouse"	"ABCG5"	"794"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=794"
"Q99PE7"	"Rat"	"ABCG5"	"794"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=794"
"Q9H221"	"Human"	"ABCG8"	"795"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=795"
"Q9DBM0"	"Mouse"	"ABCG8"	"795"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=795"
"P58428"	"Rat"	"ABCG8"	"795"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=795"
"P00519"	"Human"	"ABL proto-oncogene 1, non-receptor tyrosine kinase"	"1923"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1923"
"P00520"	"Mouse"	"ABL proto-oncogene 1, non-receptor tyrosine kinase"	"1923"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1923"
"P42684"	"Human"	"ABL proto-oncogene 2, non-receptor tyrosine kinase"	"1924"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1924"
"Q4JIM5"	"Mouse"	"ABL proto-oncogene 2, non-receptor tyrosine kinase"	"1924"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1924"
"O14862"	"Human"	"absent in melanoma 2"	"2923"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2923"
"Q91VJ1"	"Mouse"	"absent in melanoma 2"	"2923"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2923"
"P22303"	"Human"	"acetylcholinesterase (Cartwright blood group)"	"2465"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2465"
"P21836"	"Mouse"	"acetylcholinesterase (Cartwright blood group)"	"2465"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2465"
"P37136"	"Rat"	"acetylcholinesterase (Cartwright blood group)"	"2465"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2465"
"P24752"	"Human"	"acetyl-CoA acetyltransferase 1"	"2435"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2435"
"Q8QZT1"	"Mouse"	"acetyl-CoA acetyltransferase 1"	"2435"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2435"
"P17764"	"Rat"	"acetyl-CoA acetyltransferase 1"	"2435"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2435"
"Q9BWD1"	"Human"	"acetyl-CoA acetyltransferase 2"	"2436"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2436"
"Q8CAY6"	"Mouse"	"acetyl-CoA acetyltransferase 2"	"2436"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2436"
"Q5XI22"	"Rat"	"acetyl-CoA acetyltransferase 2"	"2436"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2436"
"Q13085"	"Human"	"Acetyl-CoA carboxylase 1"	"1263"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1263"
"Q5SWU9"	"Mouse"	"Acetyl-CoA carboxylase 1"	"1263"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1263"
"P11497"	"Rat"	"Acetyl-CoA carboxylase 1"	"1263"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1263"
"O00763"	"Human"	"Acetyl-CoA carboxylase 2"	"1264"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1264"
"O00400"	"Human"	"AcetylCoA transporter"	"1134"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1134"
"Q99J27"	"Mouse"	"AcetylCoA transporter"	"1134"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1134"
"Q6AYY8"	"Rat"	"AcetylCoA transporter"	"1134"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1134"
"Q16570"	"Human"	"ACKR1"	"316"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=316"
"Q9QUI6"	"Mouse"	"ACKR1"	"316"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=316"
"O00590"	"Human"	"ACKR2"	"314"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=314"
"O08707"	"Mouse"	"ACKR2"	"314"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=314"
"O09027"	"Rat"	"ACKR2"	"314"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=314"
"P25106"	"Human"	"ACKR3"	"80"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=80"
"P56485"	"Mouse"	"ACKR3"	"80"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=80"
"O89039"	"Rat"	"ACKR3"	"80"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=80"
"Q9NPB9"	"Human"	"ACKR4"	"315"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=315"
"Q924I3"	"Mouse"	"ACKR4"	"315"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=315"
"A6NK06"	"Human"	"aconitate decarboxylase 1"	"3018"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=3018"
"P54987"	"Mouse"	"aconitate decarboxylase 1"	"3018"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=3018"
"P10323"	"Human"	"acrosin"	"2327"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2327"
"P23578"	"Mouse"	"acrosin"	"2327"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2327"
"P29293"	"Rat"	"acrosin"	"2327"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2327"
"Q04771"	"Human"	"activin A receptor type 1"	"1785"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1785"
"P37172"	"Mouse"	"activin A receptor type 1"	"1785"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1785"
"P80201"	"Rat"	"activin A receptor type 1"	"1785"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1785"
"P36896"	"Human"	"activin A receptor type 1B"	"1787"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1787"
"Q61271"	"Mouse"	"activin A receptor type 1B"	"1787"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1787"
"P80202"	"Rat"	"activin A receptor type 1B"	"1787"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1787"
"Q8NER5"	"Human"	"activin A receptor type 1C"	"1790"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1790"
"Q8K348"	"Mouse"	"activin A receptor type 1C"	"1790"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1790"
"P70539"	"Rat"	"activin A receptor type 1C"	"1790"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1790"
"P27037"	"Human"	"activin A receptor type 2A"	"1791"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1791"
"P27038"	"Mouse"	"activin A receptor type 2A"	"1791"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1791"
"P38444"	"Rat"	"activin A receptor type 2A"	"1791"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1791"
"Q13705"	"Human"	"activin A receptor type 2B"	"1792"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1792"
"P27040"	"Mouse"	"activin A receptor type 2B"	"1792"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1792"
"P38445"	"Rat"	"activin A receptor type 2B"	"1792"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1792"
"P37023"	"Human"	"activin A receptor type IL"	"1784"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1784"
"Q61288"	"Mouse"	"activin A receptor type IL"	"1784"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1784"
"P80203"	"Rat"	"activin A receptor type IL"	"1784"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1784"
"P13798"	"Human"	"acylaminoacyl-peptide hydrolase"	"2328"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2328"
"Q8R146"	"Mouse"	"acylaminoacyl-peptide hydrolase"	"2328"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2328"
"P13676"	"Rat"	"acylaminoacyl-peptide hydrolase"	"2328"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2328"
"Q9NR19"	"Human"	"acyl-CoA synthetase short chain family member 2"	"3128"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=3128"
"P28039"	"Human"	"acyloxyacyl hydrolase"	"2873"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2873"
"O35298"	"Mouse"	"acyloxyacyl hydrolase"	"2873"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2873"
"O14672"	"Human"	"ADAM10"	"1658"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1658"
"O35598"	"Mouse"	"ADAM10"	"1658"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1658"
"Q10743"	"Rat"	"ADAM10"	"1658"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1658"
"O75078"	"Human"	"ADAM11"	"1659"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1659"
"Q9R1V4"	"Mouse"	"ADAM11"	"1659"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1659"
"O43184"	"Human"	"ADAM12"	"1660"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1660"
"Q61824"	"Mouse"	"ADAM12"	"1660"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1660"
"Q13444"	"Human"	"ADAM15"	"1661"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1661"
"O88839"	"Mouse"	"ADAM15"	"1661"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1661"
"Q9QYV0"	"Rat"	"ADAM15"	"1661"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1661"
"P78536"	"Human"	"ADAM17"	"1662"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1662"
"Q9Z0F8"	"Mouse"	"ADAM17"	"1662"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1662"
"Q9Z1K9"	"Rat"	"ADAM17"	"1662"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1662"
"Q9Y3Q7"	"Human"	"ADAM18"	"1663"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1663"
"Q9R157"	"Mouse"	"ADAM18"	"1663"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1663"
"P97776"	"Rat"	"ADAM18"	"1663"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1663"
"Q9H013"	"Human"	"ADAM19"	"1664"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1664"
"O35674"	"Mouse"	"ADAM19"	"1664"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1664"
"Q99965"	"Human"	"ADAM2"	"1651"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1651"
"Q60718"	"Mouse"	"ADAM2"	"1651"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1651"
"Q63202"	"Rat"	"ADAM2"	"1651"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1651"
"O43506"	"Human"	"ADAM20"	"1665"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1665"
"Q9UKJ8"	"Human"	"ADAM21"	"1666"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1666"
"Q9JI76"	"Mouse"	"ADAM21"	"1666"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1666"
"Q9P0K1"	"Human"	"ADAM22"	"1667"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1667"
"Q9R1V6"	"Mouse"	"ADAM22"	"1667"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1667"
"O75077"	"Human"	"ADAM23"	"1668"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1668"
"Q9R1V7"	"Mouse"	"ADAM23"	"1668"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1668"
"Q9UKQ2"	"Human"	"ADAM28"	"1669"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1669"
"Q9JLN6"	"Mouse"	"ADAM28"	"1669"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1669"
"Q9UKF5"	"Human"	"ADAM29"	"1670"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1670"
"Q811Q4"	"Mouse"	"ADAM29"	"1670"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1670"
"Q9UKF2"	"Human"	"ADAM30"	"1671"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1671"
"Q8TC27"	"Human"	"ADAM32"	"1672"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1672"
"Q8K410"	"Mouse"	"ADAM32"	"1672"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1672"
"Q9BZ11"	"Human"	"ADAM33"	"1673"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1673"
"Q923W9"	"Mouse"	"ADAM33"	"1673"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1673"
"Q9H2U9"	"Human"	"ADAM7"	"1655"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1655"
"O35227"	"Mouse"	"ADAM7"	"1655"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1655"
"Q63180"	"Rat"	"ADAM7"	"1655"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1655"
"P78325"	"Human"	"ADAM8"	"1656"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1656"
"Q05910"	"Mouse"	"ADAM8"	"1656"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1656"
"Q13443"	"Human"	"ADAM9"	"1657"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1657"
"Q61072"	"Mouse"	"ADAM9"	"1657"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1657"
"Q9UHI8"	"Human"	"ADAMTS1"	"1674"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1674"
"P97857"	"Mouse"	"ADAMTS1"	"1674"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1674"
"Q9WUQ1"	"Rat"	"ADAMTS1"	"1674"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1674"
"Q9H324"	"Human"	"ADAMTS10"	"1683"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1683"
"P58459"	"Mouse"	"ADAMTS10"	"1683"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1683"
"P58397"	"Human"	"ADAMTS12"	"1684"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1684"
"Q811B3"	"Mouse"	"ADAMTS12"	"1684"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1684"
"Q76LX8"	"Human"	"ADAMTS13"	"1685"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1685"
"Q769J6"	"Mouse"	"ADAMTS13"	"1685"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1685"
"Q8WXS8"	"Human"	"ADAMTS14"	"1686"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1686"
"Q8TE58"	"Human"	"ADAMTS15"	"1687"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1687"
"P59384"	"Mouse"	"ADAMTS15"	"1687"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1687"
"Q8TE57"	"Human"	"ADAMTS16"	"1688"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1688"
"Q69Z28"	"Mouse"	"ADAMTS16"	"1688"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1688"
"Q8TE56"	"Human"	"ADAMTS17"	"1689"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1689"
"Q8TE60"	"Human"	"ADAMTS18"	"1690"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1690"
"Q4VC17"	"Mouse"	"ADAMTS18"	"1690"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1690"
"Q8TE59"	"Human"	"ADAMTS19"	"1691"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1691"
"P59509"	"Mouse"	"ADAMTS19"	"1691"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1691"
"O95450"	"Human"	"ADAMTS2"	"1675"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1675"
"Q8C9W3"	"Mouse"	"ADAMTS2"	"1675"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1675"
"P59510"	"Human"	"ADAMTS20"	"1692"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1692"
"P59511"	"Mouse"	"ADAMTS20"	"1692"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1692"
"O15072"	"Human"	"ADAMTS3"	"1676"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1676"
"O75173"	"Human"	"ADAMTS4"	"1677"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1677"
"Q8BNJ2"	"Mouse"	"ADAMTS4"	"1677"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1677"
"Q9ESP7"	"Rat"	"ADAMTS4"	"1677"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1677"
"Q9UNA0"	"Human"	"ADAMTS5"	"1678"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1678"
"Q9R001"	"Mouse"	"ADAMTS5"	"1678"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1678"
"Q9UKP5"	"Human"	"ADAMTS6"	"1679"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1679"
"Q9UKP4"	"Human"	"ADAMTS7"	"1680"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1680"
"Q68SA9"	"Mouse"	"ADAMTS7"	"1680"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1680"
"Q1EHB3"	"Rat"	"ADAMTS7"	"1680"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1680"
"Q9UP79"	"Human"	"ADAMTS8"	"1681"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1681"
"P57110"	"Mouse"	"ADAMTS8"	"1681"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1681"
"Q9P2N4"	"Human"	"ADAMTS9"	"1682"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1682"
"P00813"	"Human"	"Adenosine deaminase"	"1230"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1230"
"P03958"	"Mouse"	"Adenosine deaminase"	"1230"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1230"
"Q920P6"	"Rat"	"Adenosine deaminase"	"1230"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1230"
"P55263"	"Human"	"Adenosine kinase"	"1231"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1231"
"P55264"	"Mouse"	"Adenosine kinase"	"1231"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1231"
"Q64640"	"Rat"	"Adenosine kinase"	"1231"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1231"
"Q08828"	"Human"	"adenylyl cyclase 1"	"1278"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1278"
"O88444"	"Mouse"	"adenylyl cyclase 1"	"1278"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1278"
"Q96PN6"	"Human"	"adenylyl cyclase 10"	"3068"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=3068"
"Q8C0T9"	"Mouse"	"adenylyl cyclase 10"	"3068"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=3068"
"Q9Z286"	"Rat"	"adenylyl cyclase 10"	"3068"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=3068"
"Q08462"	"Human"	"adenylyl cyclase 2"	"1279"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1279"
"Q80TL1"	"Mouse"	"adenylyl cyclase 2"	"1279"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1279"
"P26769"	"Rat"	"adenylyl cyclase 2"	"1279"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1279"
"O60266"	"Human"	"adenylyl cyclase 3"	"1280"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1280"
"Q8VHH7"	"Mouse"	"adenylyl cyclase 3"	"1280"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1280"
"P21932"	"Rat"	"adenylyl cyclase 3"	"1280"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1280"
"Q8NFM4"	"Human"	"adenylyl cyclase 4"	"1281"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1281"
"Q91WF3"	"Mouse"	"adenylyl cyclase 4"	"1281"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1281"
"P26770"	"Rat"	"adenylyl cyclase 4"	"1281"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1281"
"O95622"	"Human"	"adenylyl cyclase 5"	"1282"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1282"
"P84309"	"Mouse"	"adenylyl cyclase 5"	"1282"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1282"
"Q04400"	"Rat"	"adenylyl cyclase 5"	"1282"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1282"
"O43306"	"Human"	"adenylyl cyclase 6"	"1283"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1283"
"Q01341"	"Mouse"	"adenylyl cyclase 6"	"1283"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1283"
"Q03343"	"Rat"	"adenylyl cyclase 6"	"1283"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1283"
"P51828"	"Human"	"adenylyl cyclase 7"	"1284"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1284"
"P51829"	"Mouse"	"adenylyl cyclase 7"	"1284"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1284"
"P40145"	"Human"	"adenylyl cyclase 8"	"1285"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1285"
"P97490"	"Mouse"	"adenylyl cyclase 8"	"1285"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1285"
"P40146"	"Rat"	"adenylyl cyclase 8"	"1285"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1285"
"O60503"	"Human"	"adenylyl cyclase 9"	"1286"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1286"
"P51830"	"Mouse"	"adenylyl cyclase 9"	"1286"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1286"
"Q86SQ6"	"Human"	"ADGRA1"	"197"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=197"
"Q96PE1"	"Human"	"ADGRA2"	"198"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=198"
"Q91ZV8"	"Mouse"	"ADGRA2"	"198"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=198"
"Q8IWK6"	"Human"	"ADGRA3"	"199"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=199"
"Q7TT36"	"Mouse"	"ADGRA3"	"199"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=199"
"O14514"	"Human"	"ADGRB1"	"174"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=174"
"Q3UHD1"	"Mouse"	"ADGRB1"	"174"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=174"
